dataset,missing_rate,seed,n_steps,n_features,action_feature_index,outcome_feature_index,action_feature_name,outcome_feature_name,ctcar_proxy_graph_edges,ctcar_proxy_confounders,ctcar_stat_mean,ctcar_stat_median,ctcar_stat_std,ctcar_stat_variance,ctcar_stat_iqr,ctcar_stat_min,ctcar_stat_max,ctcar_stat_range,ctcar_stat_q05,ctcar_stat_q25,ctcar_stat_q75,ctcar_stat_q95,ctcar_stat_skewness,ctcar_stat_kurtosis,ctcar_stat_mad,ctcar_stat_rms,ctcar_stat_abs_mean,ctcar_stat_coeff_variation,ctcar_stat_missing_fraction,ctcar_stat_observed_fraction,ctcar_temporal_acf_lag_01,ctcar_temporal_acf_lag_02,ctcar_temporal_acf_lag_03,ctcar_temporal_acf_lag_04,ctcar_temporal_acf_lag_05,ctcar_temporal_acf_lag_06,ctcar_temporal_acf_lag_07,ctcar_temporal_acf_lag_08,ctcar_temporal_acf_lag_09,ctcar_temporal_acf_lag_10,ctcar_temporal_acf_lag_11,ctcar_temporal_acf_lag_12,ctcar_temporal_acf_lag_13,ctcar_temporal_acf_lag_14,ctcar_temporal_acf_lag_15,ctcar_temporal_acf_lag_16,ctcar_temporal_acf_lag_17,ctcar_temporal_acf_lag_18,ctcar_temporal_acf_lag_19,ctcar_temporal_acf_lag_20,ctcar_temporal_acf_lag_21,ctcar_temporal_acf_lag_22,ctcar_temporal_acf_lag_23,ctcar_temporal_acf_lag_24,ctcar_spectral_fft_coeff_01,ctcar_spectral_fft_coeff_02,ctcar_spectral_fft_coeff_03,ctcar_spectral_fft_coeff_04,ctcar_spectral_fft_coeff_05,ctcar_spectral_fft_coeff_06,ctcar_spectral_fft_coeff_07,ctcar_spectral_fft_coeff_08,ctcar_spectral_fft_coeff_09,ctcar_spectral_fft_coeff_10,ctcar_spectral_entropy,ctcar_spectral_centroid,ctcar_spectral_bandwidth,ctcar_spectral_rolloff_85,ctcar_spectral_dominant_freq,ctcar_spectral_dominant_power_share,ctcar_spectral_low_energy_ratio,ctcar_spectral_mid_energy_ratio,ctcar_spectral_high_energy_ratio,ctcar_causal_dag_density,ctcar_causal_max_indegree,ctcar_causal_mean_indegree,ctcar_causal_max_outdegree,ctcar_causal_mean_outdegree,ctcar_causal_mean_abs_edge_weight,ctcar_causal_max_abs_edge_weight,ctcar_causal_graph_asymmetry,ctcar_causal_action_to_outcome_path_strength,ctcar_causal_action_outcome_direct_weight,ctcar_confounding_count,ctcar_confounding_fraction,ctcar_confounding_mean_strength,ctcar_confounding_max_strength,ctcar_confounding_backdoor_path_proxy,ctcar_confounding_adjustment_set_size,ctcar_confounding_bias_proxy
household_power,0.1,42,168,11,7,0,hour_sin,Global_active_power,22,2,-0.01807421718218727,-0.3095407485961914,1.0135849352726662,1.027354421011695,1.3961679339408875,-4.992012023925781,13.353281021118164,18.345293045043945,-1.2736170291900635,-0.7402944564819336,0.6558734774589539,1.529046893119812,1.36122022653368,5.503935681765075,0.7829633358173022,1.0137460719225713,0.7867816233539398,56.079019316056105,0.0,1.0,0.7353155636798985,0.5802084872953448,0.4688907588923451,0.36532284991977826,0.28423858937802055,0.22685550625705544,0.2636483035639102,0.2988043191517418,0.33761372907344894,0.3718197804775176,0.3937418389299854,0.40001062316395275,0.3781937779241771,0.3442422425094502,0.30269230902230615,0.2529504671624125,0.2025426108809494,0.16705144760941967,0.20255266994891644,0.24947408732782758,0.3007091978759879,0.3507745781388578,0.3950456176206506,0.4121148948726324,0.060500684670262136,0.002597688281869979,0.0037884527291658352,0.00467522688204054,0.033541605702999695,0.026613966057645197,0.0745208174581027,0.0268710281131003,0.0057074697018949,0.0134232162992563,0.808700603791713,0.1752046387574071,0.13861414948295808,0.355421686746988,0.12048192771084337,0.19017792296084593,0.5865413354834241,0.24621009617647188,0.16724856834010068,0.2,6.0,2.0,4.0,2.0,0.3590473467073662,0.7202238292516416,0.03953689377761391,0.08627889253866278,0.18069686228455245,2.0,0.2222222222222222,0.7307732837437259,0.9625026122312513,2.0,2.0,1.1204418994396201
household_power,0.3,42,168,11,7,0,hour_sin,Global_active_power,22,2,-0.01807421718218727,-0.3095407485961914,1.0135849352726662,1.027354421011695,1.3961679339408875,-4.992012023925781,13.353281021118164,18.345293045043945,-1.2736170291900635,-0.7402944564819336,0.6558734774589539,1.529046893119812,1.36122022653368,5.503935681765075,0.7829633358173022,1.0137460719225713,0.7867816233539398,56.079019316056105,0.0,1.0,0.7353155636798985,0.5802084872953448,0.4688907588923451,0.36532284991977826,0.28423858937802055,0.22685550625705544,0.2636483035639102,0.2988043191517418,0.33761372907344894,0.3718197804775176,0.3937418389299854,0.40001062316395275,0.3781937779241771,0.3442422425094502,0.30269230902230615,0.2529504671624125,0.2025426108809494,0.16705144760941967,0.20255266994891644,0.24947408732782758,0.3007091978759879,0.3507745781388578,0.3950456176206506,0.4121148948726324,0.060500684670262136,0.002597688281869979,0.0037884527291658352,0.00467522688204054,0.033541605702999695,0.026613966057645197,0.0745208174581027,0.0268710281131003,0.0057074697018949,0.0134232162992563,0.808700603791713,0.1752046387574071,0.13861414948295808,0.355421686746988,0.12048192771084337,0.19017792296084593,0.5865413354834241,0.24621009617647188,0.16724856834010068,0.2,6.0,2.0,4.0,2.0,0.3590473467073662,0.7202238292516416,0.03953689377761391,0.08627889253866278,0.18069686228455245,2.0,0.2222222222222222,0.7307732837437259,0.9625026122312513,2.0,2.0,1.1204418994396201
household_power,0.5,42,168,11,7,0,hour_sin,Global_active_power,22,2,-0.01807421718218727,-0.3095407485961914,1.0135849352726662,1.027354421011695,1.3961679339408875,-4.992012023925781,13.353281021118164,18.345293045043945,-1.2736170291900635,-0.7402944564819336,0.6558734774589539,1.529046893119812,1.36122022653368,5.503935681765075,0.7829633358173022,1.0137460719225713,0.7867816233539398,56.079019316056105,0.0,1.0,0.7353155636798985,0.5802084872953448,0.4688907588923451,0.36532284991977826,0.28423858937802055,0.22685550625705544,0.2636483035639102,0.2988043191517418,0.33761372907344894,0.3718197804775176,0.3937418389299854,0.40001062316395275,0.3781937779241771,0.3442422425094502,0.30269230902230615,0.2529504671624125,0.2025426108809494,0.16705144760941967,0.20255266994891644,0.24947408732782758,0.3007091978759879,0.3507745781388578,0.3950456176206506,0.4121148948726324,0.060500684670262136,0.002597688281869979,0.0037884527291658352,0.00467522688204054,0.033541605702999695,0.026613966057645197,0.0745208174581027,0.0268710281131003,0.0057074697018949,0.0134232162992563,0.808700603791713,0.1752046387574071,0.13861414948295808,0.355421686746988,0.12048192771084337,0.19017792296084593,0.5865413354834241,0.24621009617647188,0.16724856834010068,0.2,6.0,2.0,4.0,2.0,0.3590473467073662,0.7202238292516416,0.03953689377761391,0.08627889253866278,0.18069686228455245,2.0,0.2222222222222222,0.7307732837437259,0.9625026122312513,2.0,2.0,1.1204418994396201
appliances_energy,0.1,42,72,32,28,0,hour_sin,Appliances,199,4,-0.07928187133741191,-0.18116746842861176,0.9438799338498025,0.8909093295243075,1.2830306887626648,-3.5509207248687744,9.599386215209961,13.150306940078735,-1.4158993482589681,-0.7223831415176392,0.5606475472450256,1.4549556970596313,0.45636999864091216,0.7964474004689386,0.7549165836327663,0.9472037503341458,0.7628777227801211,11.905367505505954,0.0,1.0,0.9144335749846542,0.8961501596621144,0.8788523374924576,0.8631540548354307,0.849082851702916,0.8348663757759176,0.8220959310691993,0.810492945261847,0.8014556947640024,0.7916577418798317,0.7822518850636446,0.7725523272461956,0.7628371633682778,0.7537960434204741,0.744971646435805,0.7367562871795017,0.7292851500744288,0.7240915101978644,0.7164994615859404,0.7109150211023103,0.7056248203821264,0.7007661197777455,0.6970110918641068,0.6938785414103243,0.11201213375115572,0.11569790588889792,0.07445221856710182,0.09320372671244828,0.07685389757672345,0.046388068309667,0.033067979802435754,0.02255235256464402,0.06265633334087278,0.01630001940227532,0.8819672195575843,0.13301046594611451,0.13894714755450954,0.3142857142857143,0.014285714285714285,0.11569790588889792,0.690099002276963,0.1805661620682618,0.1293348356547697,0.2006048387096774,15.0,6.21875,15.0,6.21875,0.6270180890957313,0.9748485345431097,0.004073762193072237,0.0,0.24048235461659864,4.0,0.13333333333333333,0.5224622218478716,0.5969631551556055,4.0,4.0,0.5182274202939949
appliances_energy,0.3,42,72,32,28,0,hour_sin,Appliances,199,4,-0.07928187133741191,-0.18116746842861176,0.9438799338498025,0.8909093295243075,1.2830306887626648,-3.5509207248687744,9.599386215209961,13.150306940078735,-1.4158993482589681,-0.7223831415176392,0.5606475472450256,1.4549556970596313,0.45636999864091216,0.7964474004689386,0.7549165836327663,0.9472037503341458,0.7628777227801211,11.905367505505954,0.0,1.0,0.9144335749846542,0.8961501596621144,0.8788523374924576,0.8631540548354307,0.849082851702916,0.8348663757759176,0.8220959310691993,0.810492945261847,0.8014556947640024,0.7916577418798317,0.7822518850636446,0.7725523272461956,0.7628371633682778,0.7537960434204741,0.744971646435805,0.7367562871795017,0.7292851500744288,0.7240915101978644,0.7164994615859404,0.7109150211023103,0.7056248203821264,0.7007661197777455,0.6970110918641068,0.6938785414103243,0.11201213375115572,0.11569790588889792,0.07445221856710182,0.09320372671244828,0.07685389757672345,0.046388068309667,0.033067979802435754,0.02255235256464402,0.06265633334087278,0.01630001940227532,0.8819672195575843,0.13301046594611451,0.13894714755450954,0.3142857142857143,0.014285714285714285,0.11569790588889792,0.690099002276963,0.1805661620682618,0.1293348356547697,0.2006048387096774,15.0,6.21875,15.0,6.21875,0.6270180890957313,0.9748485345431097,0.004073762193072237,0.0,0.24048235461659864,4.0,0.13333333333333333,0.5224622218478716,0.5969631551556055,4.0,4.0,0.5182274202939949
appliances_energy,0.5,42,72,32,28,0,hour_sin,Appliances,199,4,-0.07928187133741191,-0.18116746842861176,0.9438799338498025,0.8909093295243075,1.2830306887626648,-3.5509207248687744,9.599386215209961,13.150306940078735,-1.4158993482589681,-0.7223831415176392,0.5606475472450256,1.4549556970596313,0.45636999864091216,0.7964474004689386,0.7549165836327663,0.9472037503341458,0.7628777227801211,11.905367505505954,0.0,1.0,0.9144335749846542,0.8961501596621144,0.8788523374924576,0.8631540548354307,0.849082851702916,0.8348663757759176,0.8220959310691993,0.810492945261847,0.8014556947640024,0.7916577418798317,0.7822518850636446,0.7725523272461956,0.7628371633682778,0.7537960434204741,0.744971646435805,0.7367562871795017,0.7292851500744288,0.7240915101978644,0.7164994615859404,0.7109150211023103,0.7056248203821264,0.7007661197777455,0.6970110918641068,0.6938785414103243,0.11201213375115572,0.11569790588889792,0.07445221856710182,0.09320372671244828,0.07685389757672345,0.046388068309667,0.033067979802435754,0.02255235256464402,0.06265633334087278,0.01630001940227532,0.8819672195575843,0.13301046594611451,0.13894714755450954,0.3142857142857143,0.014285714285714285,0.11569790588889792,0.690099002276963,0.1805661620682618,0.1293348356547697,0.2006048387096774,15.0,6.21875,15.0,6.21875,0.6270180890957313,0.9748485345431097,0.004073762193072237,0.0,0.24048235461659864,4.0,0.13333333333333333,0.5224622218478716,0.5969631551556055,4.0,4.0,0.5182274202939949
opsd_germany,0.1,42,168,10,7,1,hour_cos,DE_load_forecast_entsoe_transparency,18,1,-0.03993606988986446,-0.21007150411605835,0.9636738208487915,0.9286672329893086,1.5427963733673096,-2.7350594997406006,3.8570444583892822,6.592103958129883,-1.3660253286361694,-0.7778805494308472,0.7649158239364624,1.47659432888031,0.3967631207650899,-0.7855224466842041,0.8282971158230149,0.9645009707965858,0.8317510959661396,24.130405976410476,0.0,1.0,0.9768040622267637,0.9190727410281447,0.8359563412577276,0.7364726161547495,0.6289862131453454,0.5251103650752297,0.5464657396745392,0.578303086366837,0.6052567022318489,0.6330271818435251,0.6518395037862004,0.6533317802335539,0.6378286737489764,0.6056378814988276,0.5567941155703404,0.4972867868296653,0.44696251130465015,0.4226230618997146,0.5078903244848784,0.5919135077738532,0.6673787560326913,0.7270738277193678,0.7639117210902018,0.7714715314117884,0.03504215603336538,0.037191017987756536,0.10212330127355208,0.05007257855653243,0.03098728080667072,0.028417806901445384,0.10204541774633104,0.024996775736944848,0.03076428284776592,0.014521813451607102,0.8037062566280335,0.11650981265342411,0.1211065028712704,0.24698795180722893,0.12048192771084337,0.1338033142803266,0.7548543793547311,0.16515411628014434,0.07999150436512159,0.2,4.0,1.8,3.0,1.8,0.6587388418675305,0.988096644200855,0.03877313542733006,0.6587466890533192,0.6587466890533192,1.0,0.125,1.5617527203053443,1.5617527203053443,1.0,1.0,0.6081243157724638
opsd_germany,0.3,42,168,10,7,1,hour_cos,DE_load_forecast_entsoe_transparency,18,1,-0.03993606988986446,-0.21007150411605835,0.9636738208487915,0.9286672329893086,1.5427963733673096,-2.7350594997406006,3.8570444583892822,6.592103958129883,-1.3660253286361694,-0.7778805494308472,0.7649158239364624,1.47659432888031,0.3967631207650899,-0.7855224466842041,0.8282971158230149,0.9645009707965858,0.8317510959661396,24.130405976410476,0.0,1.0,0.9768040622267637,0.9190727410281447,0.8359563412577276,0.7364726161547495,0.6289862131453454,0.5251103650752297,0.5464657396745392,0.578303086366837,0.6052567022318489,0.6330271818435251,0.6518395037862004,0.6533317802335539,0.6378286737489764,0.6056378814988276,0.5567941155703404,0.4972867868296653,0.44696251130465015,0.4226230618997146,0.5078903244848784,0.5919135077738532,0.6673787560326913,0.7270738277193678,0.7639117210902018,0.7714715314117884,0.03504215603336538,0.037191017987756536,0.10212330127355208,0.05007257855653243,0.03098728080667072,0.028417806901445384,0.10204541774633104,0.024996775736944848,0.03076428284776592,0.014521813451607102,0.8037062566280335,0.11650981265342411,0.1211065028712704,0.24698795180722893,0.12048192771084337,0.1338033142803266,0.7548543793547311,0.16515411628014434,0.07999150436512159,0.2,4.0,1.8,3.0,1.8,0.6587388418675305,0.988096644200855,0.03877313542733006,0.6587466890533192,0.6587466890533192,1.0,0.125,1.5617527203053443,1.5617527203053443,1.0,1.0,0.6081243157724638
opsd_germany,0.5,42,168,10,7,1,hour_cos,DE_load_forecast_entsoe_transparency,18,1,-0.03993606988986446,-0.21007150411605835,0.9636738208487915,0.9286672329893086,1.5427963733673096,-2.7350594997406006,3.8570444583892822,6.592103958129883,-1.3660253286361694,-0.7778805494308472,0.7649158239364624,1.47659432888031,0.3967631207650899,-0.7855224466842041,0.8282971158230149,0.9645009707965858,0.8317510959661396,24.130405976410476,0.0,1.0,0.9768040622267637,0.9190727410281447,0.8359563412577276,0.7364726161547495,0.6289862131453454,0.5251103650752297,0.5464657396745392,0.578303086366837,0.6052567022318489,0.6330271818435251,0.6518395037862004,0.6533317802335539,0.6378286737489764,0.6056378814988276,0.5567941155703404,0.4972867868296653,0.44696251130465015,0.4226230618997146,0.5078903244848784,0.5919135077738532,0.6673787560326913,0.7270738277193678,0.7639117210902018,0.7714715314117884,0.03504215603336538,0.037191017987756536,0.10212330127355208,0.05007257855653243,0.03098728080667072,0.028417806901445384,0.10204541774633104,0.024996775736944848,0.03076428284776592,0.014521813451607102,0.8037062566280335,0.11650981265342411,0.1211065028712704,0.24698795180722893,0.12048192771084337,0.1338033142803266,0.7548543793547311,0.16515411628014434,0.07999150436512159,0.2,4.0,1.8,3.0,1.8,0.6587388418675305,0.988096644200855,0.03877313542733006,0.6587466890533192,0.6587466890533192,1.0,0.125,1.5617527203053443,1.5617527203053443,1.0,1.0,0.6081243157724638
citylearn_zone5,0.1,42,168,20,14,2,Outdoor Drybulb Temperature [C],district_cooling_load,76,4,-0.002324902290784495,-3.0104026910171555e-12,1.0062268631250377,1.0124925000744536,1.4436874985694885,-6.955543518066406,8.173583984375,15.129127502441406,-1.4142136573791504,-0.7213772535324097,0.7223102450370789,1.5065793991088867,0.1595800412259032,-0.10080925565352761,0.8453412581185171,1.0062295489822959,0.8453300223744773,432.8020747765529,0.0,1.0,0.9374981433971282,0.8557495420237803,0.758698821997585,0.6561373933020366,0.5608037084941493,0.4957534011056889,0.5212373112479669,0.5559031873961059,0.5769540066330585,0.5870691683899779,0.594201744320516,0.5935840235788761,0.5805382482474458,0.5616476175278522,0.5396786657327698,0.508785373459613,0.4693699156284558,0.4390448447492991,0.48223643676814765,0.5498363241898158,0.6192434660041266,0.6795698641141057,0.7248996008679843,0.7461449594689187,0.054532836869718715,0.033372827500947555,0.02500792674122158,0.023871415877964593,0.0671590419198858,0.017607673801289192,0.13795871100893076,0.020238974017984017,0.018768461529772452,0.024733411850560712,0.7873223267996415,0.1285385337493228,0.1292485025431315,0.2530120481927711,0.12048192771084337,0.14660200129612397,0.7315349121077585,0.1640065603086113,0.10445852758362766,0.2,9.0,3.8,7.0,3.8,0.6381133163464764,0.9235749819622022,0.06285728031715157,0.7778949397299735,0.7778949397299735,4.0,0.2222222222222222,1.2889730502450534,1.4525427749406405,4.0,4.0,0.09123495109514258
